WERKS,EBELN,EBELP,MATNR,MATKL,LIFNR,RKDST,MENGE,DELGE,MEINS,NETPR,PEINH,DRDAT,LEWED,SEDAT,LCWED,ITDAT,LOEKE,ELIKZ,EKNAM,EKRNR,BANFN,BNFPO,BELNR,BUZEI
CN10,795985,2,88903632,MPLF,35101221,x,31,31,PCS,880,EUR,2023-04-28,2023-04-26,2023-04-26,2023-05-02,2023-05-08, ,x,33529840,63234814,1005361,1,9079283,1
CN10,806254,5,83863032,ZUFN,78411205,x,82,82,G,263,EUR,2023-04-20,2023-04-27,2023-04-27,2023-05-03,2023-05-03, ,x,19051192,76096174,1005342,2,6106163,1
CN10,806254,4,76304544,ZUFN,32519746,x,103,99,PCS,706,EUR,2023-04-19,2023-04-26,2023-05-01,2023-05-04,2023-05-09, ,x,19051192,76096174,1005342,1,6226886,3
CN10,806254,2,76304544,ZUFN,32519746,x,38,38,PCS,692,EUR,2023-04-21,2023-04-26,2023-04-26,2023-05-01,2023-05-01, ,x,19051192,76096174,1005330,3,6226886,2
CN10,432021,6,98147568,MPLF,32519746,x,77,77,L,996,EUR,,,,,, ,x,91423732,95335860,1005343,2,,
CN10,432021,5,17231232,TPM1,30002348,,90,90,PCS,5,EUR,2023-04-19,2023-04-20,2023-04-20,2023-04-25,2023-04-28, ,x,91423732,95335860,1005338,1,7464929,2
CN10,432021,4,60261224,UDF3,73419740,x,76,76,KG,363,EUR,2023-04-19,,,,,x,x,91423732,95335860,1005332,4,,
CN10,432021,3,86834912,MPLF,43088822,x,95,95,PCS,383,EUR,2023-04-21,2023-04-28,2023-04-28,2023-05-04,2023-05-04, ,x,91423732,95335860,1005330,1,8808662,2
CN10,432021,1,78949416,ZUFN,53847241,x,27,27,PCS,1011,EUR,2023-04-26,2023-04-21,2023-04-21,2023-04-25,2023-04-25, ,x,91423732,95335860,1005302,1,8813865,2
CN10,121533,3,78949416,ZUFN,53847241,x,27,27,PCS,1000,EUR,2023-04-18,2023-04-25,2023-05-02,2023-05-05,2023-05-05, ,x,77639249,40138709,1005322,2,8813865,1
CN10,121533,2,75990376,ZUFN,34702906,x,68,68,PCS,491,EUR,2023-04-17,2023-04-24,2023-04-24,2023-04-28,2023-04-28, ,x,77639249,40138709,1005322,1,5300465,1
CN10,121533,1,86834912,MPLF,43088822,x,29,29,PCS,381,EUR,2023-04-20,2023-04-27,2023-04-27,2023-05-02,2023-05-02, ,x,77639249,40138709,1005294,1,8808662,1
CN10,432021,2,11159536,TPM1,30003467,,25,25,PCS,1,EUR,2023-04-21,2023-04-24,2023-04-25,2023-05-02,2023-05-02, ,x,91423732,95335860,1005325,1,6147212,4
CN10,758212,1,16177764,TPM1,30002348,,89,89,KG,4,EUR,2023-04-19,2023-04-20,2023-04-20,2023-04-25,2023-04-28, ,x,87110365,17399386,1005280,3,7464929,1
BR10,705936,2,45162744,EDSA,78411205,x,40,40,PCS,520,EUR,2023-04-18,2023-04-25,2023-04-25,2023-05-02,2023-05-02, ,x,67707119,31978720,1005295,1,6336551,1
CN10,758212,2,11159536,TPM1,30003467,,54,54,PCS,1,EUR,2023-04-18,2023-04-19,2023-04-20,2023-04-27,2023-05-04, ,x,87110365,17399386,1005283,1,6147212,3
BR10,125208,1,13505536,TPM1,30003467,,69,69,PCS,7,EUR,2023-04-17,2023-04-18,2023-04-18,2023-04-25,2023-04-25, ,x,20837115,68151316,1005307,1,7971148,2
BR10,804596,2,49991456,PYTF,50759436,x,62,62,PCS,723,EUR,2023-04-18,2023-04-21,2023-04-21,2023-04-26,2023-04-26, ,x,88510487,90548827,1005278,1,9512667,1
BR10,375366,3,18608880,TPM1,30002348,,64,64,PCS,1,EUR,2023-04-17,2023-04-18,2023-04-18,2023-04-24,2023-04-24, ,x,86162838,45557231,1005278,2,9490395,1
BR10,705936,1,11788404,TPM1,30003467,,71,71,PCS,6,EUR,2023-04-18,2023-04-19,2023-04-20,2023-04-27,2023-05-04, ,x,67707119,31978720,1005285,2,7971148,3
CN10,603919,3,11159536,TPM1,30003467,,62,62,PCS,1,EUR,2023-04-17,2023-04-18,2023-04-18,2023-04-25,2023-04-25, ,x,53834925,94248358,1005265,2,6147212,1
CN10,603919,9,29156488,ZELA,50759436,x,97,97,PCS,374,EUR,2023-04-17,,,,,x,x,53834925,94248358,1005317,1,,
CN10,327983,3,11159536,TPM1,30003467,,3,3,PCS,1,EUR,2023-04-18,2023-04-19,2023-04-20,2023-04-27,2023-05-04, ,x,49396822,67357673,1005275,2,6147212,2
BR10,375366,2,13405872,TPM1,30003467,,85,85,PCS,3,EUR,2023-04-17,2023-04-18,2023-04-18,2023-04-25,2023-04-25, ,x,86162838,45557231,1005240,2,7971148,1
CN10,146688,1,19816724,COLA,32952574,x,6,6,PCS,521,EUR,2023-05-02,2023-05-01,2023-05-01,2023-05-05,2023-05-11,x,x,79246109,21937291,1005377,1,9532670,1
JP11,800504,2,88903632,MPLF,35101221,x,44,44,PCS,880,EUR,2023-04-28,2023-04-28,2023-04-28,2023-05-05,2023-05-05, ,x,78379489,17858513,1005352,1,9217755,1
CN10,327444,4,48705128,PYTF,50759436,x,23,23,KG,799,EUR,2023-04-25,2023-05-02,2023-05-05,2023-05-12,2023-05-19, ,x,67659550,98567039,1005389,3,5494973,1
CN10,327444,3,47767912,PYTF,32519746,x,42,42,PCS,915,EUR,2023-04-24,2023-04-28,2023-04-28,2023-05-02,2023-05-02, ,x,67659550,98567039,1005389,2,5939440,1
CN10,327444,2,13405872,TPM1,30003467,,39,39,PCS,3,EUR,2023-04-27,2023-04-28,2023-05-01,2023-05-08,2023-05-08, ,x,67659550,98567039,1005357,2,8280767,2
CN10,146688,2,50862632,PYTF,74997556,x,89,89,PCS,867,EUR,2023-04-27,,,,,x,x,79246109,21937291,1005408,1,,
US10,490539,3,18608880,TPM1,30002348,,38,38,PCS,1,EUR,2023-04-24,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,39844730,83198123,1005382,2,6274232,3
CN10,327444,1,75603272,ZUFN,47017350,x,19,19,PCS,320,EUR,2023-04-26,2023-05-03,2023-05-03,2023-05-09,2023-05-15, ,x,67659550,98567039,1005338,2,8442441,1
US10,692065,1,83863032,ZUFN,78411205,x,4,4,G,264,EUR,2023-05-01,2023-05-04,2023-05-11,2023-05-17,2023-05-17, ,x,90850760,15775531,1005354,2,6583718,1
US10,692065,2,11788404,TPM1,30003467,,47,47,PCS,6,EUR,2023-04-25,2023-04-26,2023-04-26,2023-05-02,2023-05-02, ,x,90850760,15775531,1005381,3,8067451,2
JP11,800504,1,17231232,TPM1,30002348,,73,73,PCS,5,EUR,2023-04-24,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,78379489,17858513,1005339,2,9190031,1
JP11,800504,3,16177764,TPM1,30002348,,85,85,KG,4,EUR,2023-04-24,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,78379489,17858513,1005352,2,9190031,2
JP11,389247,2,77128608,ZUFN,47017350,x,86,86,PCS,615,EUR,,,,,, ,x,74627776,43449637,1005395,2,,
JP11,184117,2,90455123,MPLF,55553693,x,87,87,PCS,437,EUR,2023-04-26,2023-05-02,2023-05-02,2023-05-04,2023-05-08, ,x,62956606,23246292,1005380,2,8763687,1
JP11,900961,1,71374072,UDF3,34702906,x,35,35,PCS,293,EUR,2023-04-25,2023-05-02,2023-05-02,2023-05-08,2023-05-08, ,x,34623899,34037891,1005353,2,5450568,1
JP11,900961,2,13505536,TPM1,30003467,,72,72,PCS,7,EUR,2023-04-24,2023-04-25,2023-04-25,2023-05-02,2023-05-02, ,x,34623899,34037891,1005363,1,5743272,1
JP11,900961,3,11159536,TPM1,30003467,,67,67,PCS,1,EUR,2023-04-25,,,,,x,x,34623899,34037891,1005380,3,,
JP11,900961,4,69251696,UDF3,32519746,x,52,52,L,529,EUR,2023-04-24,,,,,x,x,34623899,34037891,1005394,1,,
JP11,184000,1,98147568,MPLF,32519746,x,99,99,L,996,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-09,2023-05-09, ,x,60938467,90458627,1005339,1,7568413,2
JP11,184000,2,15353960,TPM1,30002348,,37,37,PCS,2,EUR,2023-05-01,,,,,x,x,60938467,90458627,1005353,1,,
CN10,770448,2,22818912,COLA,50759436,x,2,2,KG,636,EUR,2023-04-26,2023-05-03,2023-05-10,2023-05-17,2023-05-24, ,x,51707704,50027648,1005389,1,5494973,2
JP11,184000,3,13405872,TPM1,30003467,,70,70,PCS,3,EUR,2023-04-27,2023-04-28,2023-05-01,2023-05-08,2023-05-08, ,x,60938467,90458627,1005379,1,5743272,3
JP11,184000,4,25150904,COLA,32519746,x,32,34,PCS,976,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-09,2023-05-09, ,x,60938467,90458627,1005380,1,7568413,3
US10,692065,3,88797376,MPLF,50759436,x,71,71,PCS,6,EUR,2023-04-26,2023-05-03,2023-05-10,2023-05-17,2023-05-24, ,x,90850760,15775531,1005383,1,6350013,2
JP11,184117,1,17231232,TPM1,30002348,,2,2,PCS,5,EUR,2023-04-24,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,62956606,23246292,1005359,1,9190031,3
US10,581082,4,48705128,PYTF,50759436,x,77,77,KG,799,EUR,2023-04-25,2023-05-02,2023-05-05,2023-05-12,2023-05-19, ,x,94286021,60938467,1005382,1,6350013,1
JP11,124064,3,17231232,TPM1,30002348,,90,90,PCS,5,EUR,2023-04-27,,,,,x,x,22018185,56417381,1005438,2,,
CN10,844054,2,86662444,MPLF,50759436,x,60,60,KG,461,EUR,2023-04-27,,,,,x,x,92957419,21310337,1005431,1,,
US10,370792,2,15353960,TPM1,30002348,,39,39,PCS,2,EUR,2023-04-28,2023-05-01,2023-05-01,2023-05-05,2023-05-09, ,x,70465469,14147752,1005414,2,6274232,4
US10,370792,1,11788404,TPM1,30003467,,35,35,PCS,6,EUR,2023-04-27,2023-04-28,2023-05-01,2023-05-08,2023-05-08, ,x,70465469,14147752,1005407,2,8067451,4
US10,934841,4,88797376,MPLF,50759436,x,26,26,PCS,6,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-11,2023-05-11, ,x,74627776,91370480,1005414,1,6350013,5
US10,934841,2,49991456,PYTF,50759436,x,56,56,PCS,733,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-11,2023-05-11, ,x,74627776,91370480,1005390,1,6350013,4
US10,133854,7,50862632,PYTF,74997556,x,44,44,PCS,867,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-09,2023-05-09, ,x,91442486,81552979,1005383,2,7253159,2
US10,133854,6,24242928,COLA,34702906,x,63,63,KG,321,EUR,2023-04-26,2023-05-03,2023-05-03,2023-05-09,2023-05-09, ,x,91442486,81552979,1005381,1,7534707,1
US10,133854,5,97625203,MPLF,38334498,x,78,78,KG,554,EUR,2023-04-27,2023-05-02,2023-05-02,2023-05-08,2023-05-08, ,x,91442486,81552979,1005358,1,8774484,2
US10,133854,4,13505536,TPM1,30003467,,81,81,PCS,7,EUR,2023-04-27,2023-04-28,2023-05-01,2023-05-08,2023-05-08, ,x,91442486,81552979,1005356,1,8067451,3
US10,133854,3,88797376,MPLF,50759436,x,22,22,PCS,6,EUR,,,,,, ,x,91442486,81552979,1005354,1,,
US10,133854,2,87079640,MPLF,41420829,x,3,3,KG,332,EUR,2023-05-04,2023-05-04,2023-05-04,2023-05-08,2023-05-08, ,x,91442486,81552979,1005345,1,5636942,1
US10,133854,1,97625203,MPLF,38334498,x,34,34,KG,567,EUR,2023-04-27,2023-05-02,2023-05-02,2023-05-08,2023-05-08, ,x,91442486,81552979,1005341,1,8774484,1
CN10,844054,1,51088568,PYTF,78411205,x,80,80,PCS,234,EUR,2023-05-01,2023-05-04,2023-05-11,2023-05-17,2023-05-17, ,x,92957419,21310337,1005357,1,7120557,1
JP11,389247,1,10615744,TPM1,30003467,,60,60,PCS,5,EUR,2023-04-28,2023-05-01,2023-05-01,2023-05-08,2023-05-08, ,x,74627776,43449637,1005393,1,5743272,5
JP11,124064,2,25150904,COLA,32519746,x,95,95,PCS,976,EUR,,,,,, ,x,22018185,56417381,1005432,1,,
JP11,390508,2,60261224,UDF3,73419740,x,78,78,KG,350,EUR,2023-04-28,2023-05-04,2023-05-04,2023-05-08,2023-05-08, ,x,97086904,40601709,1005410,2,8148122,2
JP11,184000,7,69251696,UDF3,32519746,x,66,66,L,529,EUR,2023-05-02,2023-05-05,2023-05-05,2023-05-10,2023-05-10, ,x,60938467,90458627,1005401,1,7568413,4
JP11,184000,6,20667944,COLA,73419740,x,29,29,KG,463,EUR,2023-05-02,2023-05-02,2023-05-02,2023-05-04,2023-05-04, ,x,60938467,90458627,1005398,1,8148122,1
JP11,184000,5,11159536,TPM1,30003467,,82,82,PCS,1,EUR,2023-04-27,2023-04-28,2023-05-01,2023-05-08,2023-05-08, ,x,60938467,90458627,1005395,1,5743272,4
CN10,828768,4,90455123,MPLF,55553693,x,6,6,PCS,437,EUR,2023-04-28,2023-05-04,2023-05-04,2023-05-08,2023-05-08, ,x,32399060,71889081,1005442,1,6476422,1
US10,120934,3,89034752,MPLF,74997556,x,35,35,PCS,726,EUR,2023-04-24,2023-04-25,2023-04-25,2023-04-28,2023-04-28, ,x,37259073,51561273,1005327,3,7253159,1
US10,120934,5,16177764,TPM1,30002348,,94,94,KG,4,EUR,2023-04-24,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,37259073,51561273,1005341,2,6274232,1
US10,120934,7,10615744,TPM1,30003467,,21,21,PCS,5,EUR,2023-04-24,2023-04-25,2023-04-25,2023-05-02,2023-05-02, ,x,37259073,51561273,1005374,1,8067451,1
US10,581082,2,75904608,ZUFN,70920548,x,83,83,PCS,544,EUR,2023-04-25,2023-05-01,2023-05-01,2023-05-03,2023-05-03, ,x,94286021,60938467,1005356,3,6878192,1
US10,581082,3,19297648,TPM1,30002348,,47,47,PCS,2,EUR,2023-04-25,2023-04-26,2023-04-26,2023-05-02,2023-05-08, ,x,94286021,60938467,1005374,2,6274232,2
IN10,608342,6,88903632,MPLF,35101221,x,51,51,PCS,880,EUR,2023-04-28,,,,,x,x,47020125,10538316,1005452,1,,
JP11,389247,6,19297648,TPM1,30002348,,88,85,PCS,2,EUR,2023-04-28,2023-05-01,2023-05-01,2023-05-05,2023-05-09, ,x,74627776,43449637,1005427,3,9190031,7
IN10,289844,1,47961168,PYTF,35101221,x,16,16,PCS,559,EUR,2023-04-24,2023-04-28,2023-04-28,2023-05-05,2023-05-05, ,x,10302268,94248358,1005388,3,6768364,1
DE10,587931,3,18608880,TPM1,30002348,,48,48,PCS,1,EUR,2023-04-26,2023-04-27,2023-04-27,2023-05-03,2023-05-03, ,x,48760690,35507382,1005387,1,7829241,5
DE10,587931,1,13405872,TPM1,30003467,,26,26,PCS,3,EUR,2023-04-28,2023-05-01,2023-05-01,2023-05-08,2023-05-08, ,x,48760690,35507382,1005368,2,5442086,4
DE10,943411,3,19297648,TPM1,30002348,,15,15,PCS,2,EUR,2023-04-27,2023-04-28,2023-04-28,2023-05-04,2023-05-10, ,x,29602197,10989829,1005402,1,7829241,4
DE10,943411,2,19297648,TPM1,30002348,,49,49,PCS,2,EUR,2023-04-25,2023-04-26,2023-04-26,2023-05-02,2023-05-08, ,x,29602197,10989829,1005386,3,7829241,3
DE10,943411,1,24567712,COLA,35101221,x,65,65,PCS,689,EUR,2023-04-25,2023-05-01,2023-05-05,2023-05-11,2023-05-17, ,x,29602197,10989829,1005371,1,8982185,1
DE10,127441,1,10615744,TPM1,30003467,,49,49,PCS,5,EUR,2023-04-25,2023-04-26,2023-04-26,2023-05-02,2023-05-02, ,x,19202035,25521185,1005403,1,5442086,3
DE10,526965,3,11159536,TPM1,30003467,,62,62,PCS,1,EUR,2023-04-25,2023-04-26,2023-04-26,2023-05-02,2023-05-02, ,x,59321219,83551657,1005373,2,5442086,2
DE10,526965,2,86457056,MPLF,53847241,x,62,62,PCS,159,EUR,2023-04-25,2023-05-02,2023-05-02,2023-05-05,2023-05-05, ,x,59321219,83551657,1005373,1,5451245,1
DE10,526965,1,86834912,MPLF,43088822,x,70,70,PCS,381,EUR,2023-04-25,2023-05-02,2023-05-02,2023-05-05,2023-05-05, ,x,59321219,83551657,1005344,1,7669019,1
IN10,977063,3,93159896,MPLF,32519746,x,78,78,PCS,159,EUR,2023-04-28,2023-05-05,2023-05-05,2023-05-10,2023-05-10, ,x,90107912,97086904,1005388,2,8969192,1
IN10,292042,2,86834912,MPLF,43088822,x,81,81,PCS,398,EUR,2023-04-28,2023-05-01,2023-05-01,2023-05-04,2023-05-04, ,x,96016266,32399060,1005372,1,4972730,1
DE10,733466,4,19297648,TPM1,30002348,,85,85,PCS,2,EUR,2023-04-24,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,37508402,78847324,1005349,3,7829241,2
DE10,733466,3,18608880,TPM1,30002348,,33,33,PCS,1,EUR,2023-04-25,2023-04-26,2023-04-26,2023-05-02,2023-05-08, ,x,37508402,78847324,1005349,2,7829241,1
IN10,215454,2,13505536,TPM1,30003467,,4,4,PCS,7,EUR,2023-04-27,2023-04-28,2023-05-01,2023-05-08,2023-05-08, ,x,83978021,67231035,1005385,1,7563575,3
DE10,733466,1,24242928,COLA,34702906,x,10,10,KG,321,EUR,2023-04-25,2023-05-02,2023-05-02,2023-05-08,2023-05-08, ,x,37508402,78847324,1005319,2,7591788,1
JP11,389247,4,18608880,TPM1,30002348,,89,89,PCS,1,EUR,2023-04-28,2023-05-01,2023-05-01,2023-05-05,2023-05-09, ,x,74627776,43449637,1005425,2,9190031,6
DE10,626303,2,11788404,TPM1,30003467,,87,87,PCS,6,EUR,2023-04-24,2023-04-25,2023-04-25,2023-05-02,2023-05-02, ,x,64801529,14028409,1005349,1,5442086,1
IN10,215454,5,10615744,TPM1,30003467,,67,67,PCS,5,EUR,2023-04-27,2023-04-28,2023-05-01,2023-05-08,2023-05-08, ,x,83978021,67231035,1005417,1,7563575,4
BR10,750582,4,75990376,ZUFN,34702906,x,86,86,PCS,499,EUR,2023-04-25,2023-05-02,2023-05-02,2023-05-08,2023-05-08, ,x,53622145,82040060,1005367,2,8198647,1
IN10,215454,8,24242928,COLA,34702906,x,82,82,KG,340,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-10,2023-05-10, ,x,83978021,67231035,1005448,1,7253049,1
BR10,649930,1,47767912,PYTF,32519746,x,83,83,PCS,915,EUR,2023-04-28,2023-05-05,2023-05-05,2023-05-10,2023-05-10, ,x,46509137,69924358,1005397,1,8793844,2
BR10,925611,2,49790248,PYTF,47017350,x,79,79,PCS,700,EUR,2023-04-26,2023-05-03,2023-05-03,2023-05-09,2023-05-15, ,x,63075386,26876759,1005351,1,7067154,1
IN10,977063,2,16177764,TPM1,30002348,,14,14,KG,4,EUR,2023-04-27,2023-04-28,2023-04-28,2023-05-04,2023-05-10, ,x,90107912,97086904,1005378,3,7498752,1
BR10,925611,1,89034752,MPLF,74997556,x,89,89,PCS,726,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-09,2023-05-09, ,x,63075386,26876759,1005326,2,6282379,1
BR10,750582,5,45013285,EDSA,70920548,x,87,87,KG,543,EUR,2023-04-24,2023-04-25,2023-04-25,2023-05-01,2023-05-01, ,x,53622145,82040060,1005369,1,9135218,1
DE10,570718,2,10615744,TPM1,30003467,,90,90,PCS,5,EUR,2023-04-28,2023-05-01,2023-05-01,2023-05-08,2023-05-08, ,x,90548827,88432539,1005409,2,5442086,5
IN10,470878,1,45162744,EDSA,78411205,x,30,30,PCS,520,EUR,,,,,, ,x,61569751,78625865,1005362,1,,
IN10,608342,1,15353960,TPM1,30002348,,38,38,PCS,2,EUR,2023-04-28,,,,,x,x,47020125,10538316,1005422,1,,
CN10,806254,1,19297648,TPM1,30002348,,14,14,PCS,2,EUR,2023-05-04,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,19051192,76096174,1005330,2,8497498,1
BR10,841277,1,20667944,COLA,73419740,x,55,55,KG,463,EUR,2023-04-25,2023-05-01,2023-05-01,2023-05-03,2023-05-03, ,x,50027648,61981179,1005350,1,9541800,1
CN10,795985,1,16177764,TPM1,30002348,,33,38,KG,4,EUR,2023-04-24,2023-04-25,2023-04-26,2023-05-02,2023-05-08, ,x,33529840,63234814,1005332,3,8497498,2
CN10,292681,1,13505536,TPM1,30003467,,76,76,PCS,7,EUR,2023-04-26,2023-04-27,2023-04-28,2023-05-05,2023-05-05, ,x,87766849,16949366,1005332,2,8280767,1
DE10,570718,1,88346328,MPLF,48114031,x,16,16,KG,618,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-09,2023-05-09, ,x,90548827,88432539,1005399,1,6429587,1
BR10,453560,3,78949416,ZUFN,53847241,x,54,54,PCS,991,EUR,2023-04-24,2023-04-25,2023-04-25,2023-04-27,2023-04-27, ,x,41145399,83198123,1005360,3,6221557,1
CN10,292681,2,87079640,MPLF,41420829,x,85,85,KG,332,EUR,2023-04-24,2023-04-28,2023-04-28,2023-05-02,2023-05-02, ,x,87766849,16949366,1005343,1,5710455,1
BR10,453560,2,76304544,ZUFN,32519746,x,49,49,PCS,692,EUR,2023-04-25,2023-05-01,2023-05-05,2023-05-10,2023-05-10, ,x,41145399,83198123,1005360,2,8793844,1
BR10,453560,6,22818912,COLA,50759436,x,51,51,KG,636,EUR,2023-05-04,2023-05-03,2023-05-10,2023-05-17,2023-05-24, ,x,41145399,83198123,1005375,1,5332672,2
BR10,750582,1,85602600,ZUFN,50759436,x,52,52,L,361,EUR,2023-04-24,2023-04-28,2023-04-28,2023-05-01,2023-05-01, ,x,53622145,82040060,1005350,3,5332672,3
IN10,470878,2,25398208,COLA,48114031,x,41,41,PCS,512,EUR,2023-04-26,,,,,x,x,61569751,78625865,1005384,2,,
BR10,750582,2,19474160,COLA,48114031,x,47,47,KG,959,EUR,2023-04-27,2023-05-04,2023-05-04,2023-05-09,2023-05-09, ,x,53622145,82040060,1005360,1,6448177,1
IN10,859425,1,22818912,COLA,50759436,x,39,39,KG,647,EUR,,,,,, ,x,25521185,79767989,1005355,1,,
IN10,859425,2,86457056,MPLF,53847241,x,71,71,PCS,159,EUR,2023-04-25,2023-05-02,2023-05-02,2023-05-05,2023-05-05, ,x,25521185,79767989,1005378,1,7830729,1
IN10,859425,3,10615744,TPM1,30003467,,95,95,PCS,5,EUR,2023-04-27,,,,,x,x,25521185,79767989,1005378,2,,
IN10,859425,4,11788404,TPM1,30003467,,28,28,PCS,6,EUR,2023-04-26,2023-04-27,2023-04-28,2023-05-05,2023-05-05, ,x,25521185,79767989,1005384,3,7563575,2
BR10,750582,3,90455123,MPLF,55553693,x,47,47,PCS,437,EUR,2023-05-01,2023-04-28,2023-04-28,2023-05-02,2023-05-02, ,x,53622145,82040060,1005367,1,7046085,1
BR10,453560,5,29156488,ZELA,50759436,x,52,52,PCS,374,EUR,2023-04-26,2023-05-03,2023-05-10,2023-05-17,2023-05-24, ,x,41145399,83198123,1005364,2,5332672,1
US10,283273,6,24242928,COLA,34702906,x,89,89,KG,321,EUR,2023-05-09,2023-05-10,2023-05-17,2023-05-23,2023-05-23, ,x,16272566,51561273,1005416,1,9724452,2
US10,283273,7,75603272,ZUFN,47017350,x,38,38,PCS,320,EUR,2023-05-01,2023-05-08,2023-05-08,2023-05-12,2023-05-12, ,x,16272566,51561273,1005418,2,7994469,1
US10,283273,5,13505536,TPM1,30003467,,55,55,PCS,7,EUR,2023-05-01,,,,,x,x,16272566,51561273,1005413,2,,
US10,283273,8,84480424,ZUFN,38334498,x,61,61,G,136,EUR,2023-05-02,2023-05-08,2023-05-12,2023-05-18,2023-05-24, ,x,16272566,51561273,1005423,2,9510910,1
US10,710114,5,79697072,ZUFN,48114031,x,94,94,PCS,710,EUR,2023-05-05,2023-05-12,2023-05-12,2023-05-18,2023-05-18, ,x,49883210,97040471,1005470,2,6954323,1
US10,983323,6,16177764,TPM1,30002348,,90,90,KG,4,EUR,2023-05-02,2023-05-03,2023-05-03,2023-05-09,2023-05-09, ,x,13285662,98033398,1005461,2,8076910,8
US10,367391,2,68338888,UDF3,70920548,x,26,26,PCS,163,EUR,2023-05-03,2023-05-08,2023-05-08,2023-05-12,2023-05-12, ,x,36003448,86075565,1005456,3,5039618,1
US10,710114,2,17231232,TPM1,30002348,,94,94,PCS,5,EUR,2023-05-05,2023-05-08,2023-05-08,2023-05-10,2023-05-10, ,x,49883210,97040471,1005462,1,8076910,9
US10,983323,5,26709208,ZELA,41420829,x,31,31,KG,219,EUR,2023-05-04,2023-05-11,2023-05-18,2023-05-24,2023-05-24, ,x,13285662,98033398,1005454,3,5607971,3
US10,983323,4,19297648,TPM1,30002348,,11,11,PCS,2,EUR,2023-05-04,2023-05-05,2023-05-05,2023-05-11,2023-05-15, ,x,13285662,98033398,1005447,3,8076910,7
US10,983323,3,20667944,COLA,73419740,x,2,2,KG,463,EUR,2023-05-04,2023-05-10,2023-05-10,2023-05-12,2023-05-12, ,x,13285662,98033398,1005420,1,9022626,1
US10,983323,2,17231232,TPM1,30002348,,50,50,PCS,5,EUR,2023-05-03,2023-05-04,2023-05-05,2023-05-11,2023-05-15, ,x,13285662,98033398,1005392,1,8076910,6
US10,983323,1,28148584,ZELA,53847241,x,18,18,PCS,778,EUR,2023-05-05,2023-05-08,2023-05-08,2023-05-12,2023-05-12, ,x,13285662,98033398,1005391,3,7341934,2
US10,511844,6,48075088,PYTF,53847241,x,54,54,KG,353,EUR,2023-05-01,2023-05-08,2023-05-08,2023-05-12,2023-05-12, ,x,60935037,89319796,1005456,1,7341934,1
US10,511844,5,11788404,TPM1,30003467,,41,41,PCS,6,EUR,2023-05-01,2023-05-02,2023-05-03,2023-05-10,2023-05-17, ,x,60935037,89319796,1005454,1,5308690,4
US10,511844,4,26230416,ZELA,78411205,x,90,90,PCS,190,EUR,2023-05-01,2023-05-05,2023-05-05,2023-05-10,2023-05-15, ,x,60935037,89319796,1005451,1,7297644,2
US10,511844,3,97625203,MPLF,38334498,x,95,95,KG,554,EUR,2023-05-04,2023-05-09,2023-05-09,2023-05-15,2023-05-15, ,x,60935037,89319796,1005418,1,9510910,2
US10,511844,2,19297648,TPM1,30002348,,82,82,PCS,2,EUR,2023-05-03,2023-05-04,2023-05-05,2023-05-11,2023-05-15, ,x,60935037,89319796,1005416,2,8076910,5
US10,511844,1,16177764,TPM1,30002348,,81,81,KG,4,EUR,2023-05-04,2023-05-05,2023-05-05,2023-05-11,2023-05-15, ,x,60935037,89319796,1005413,3,8076910,4
US10,283273,11,16177764,TPM1,30002348,,9,9,KG,4,EUR,2023-05-01,,,,,x,x,16272566,51561273,1005456,2,,
US10,283273,10,87079640,MPLF,41420829,x,35,35,KG,332,EUR,2023-05-01,2023-05-08,2023-05-08,2023-05-12,2023-05-12, ,x,16272566,51561273,1005453,1,5607971,2
US10,283273,9,86662444,MPLF,50759436,x,45,45,KG,447,EUR,2023-05-03,2023-05-08,2023-05-08,2023-05-10,2023-05-10, ,x,16272566,51561273,1005447,1,7531195,1
US10,283273,4,87079640,MPLF,41420829,x,41,41,KG,332,EUR,2023-05-01,2023-05-08,2023-05-08,2023-05-12,2023-05-12, ,x,16272566,51561273,1005413,1,5607971,1
US10,983323,7,97625203,MPLF,38334498,x,53,53,KG,554,EUR,2023-05-03,2023-05-08,2023-05-08,2023-05-12,2023-05-12, ,x,13285662,98033398,1005470,1,9510910,3
US10,425178,3,13505536,TPM1,30003467,,24,24,PCS,7,EUR,2023-05-08,2023-05-05,2023-05-05,2023-05-12,2023-05-12, ,x,71835249,32454627,1005453,3,5308690,5
