WERKS,BELNR,BLDAT,BUDAT,BPDAT,EREKZ,LIFNR,BLOCK,RLOCK
BR10,9384071,2020-09-07,2020-09-28,2020-09-21,x,50759436,,
BR10,7622594,2020-09-07,2020-09-28,2020-09-28,x,53847241,,
BR10,6162529,2020-09-07,2020-09-28,2020-09-17,x,74997556,,
BR10,7252877,2020-09-07,2020-09-28,2020-09-24,x,32519746,,
JP11,8495829,2020-09-07,2020-09-28,2020-09-28,x,48114031,,
US10,6274199,2020-09-07,2020-09-28,2020-09-17,x,34702906,,
US10,5115371,2020-09-07,2020-09-28,2020-09-18,x,30003467,,
US10,5606173,2020-08-18,2020-09-08,2020-08-27,x,30002348,,
US10,5294395,2020-09-07,2020-09-28,2020-09-16,x,38334498,,
DE10,6769210,2020-09-07,2020-09-28,2020-10-02,x,30002348,,
DE10,6931418,2020-09-07,2020-09-28,2020-09-23,x,30003467,,
US10,5228550,2020-09-07,2020-09-28,2020-09-10,x,47017350,,
CN10,8770349,2020-09-07,2020-09-28,2020-09-30,x,48114031,,
CN10,8238058,2020-09-07,2020-09-28,2020-09-18,x,35101221,,
US10,6483763,2020-09-16,2020-10-07,2020-09-22,x,47017350,,
US10,7975597,2020-09-16,2020-10-07,2020-09-24,x,43088822,,
IN10,8071333,2020-09-16,2020-10-07,2020-10-07,x,55553693,2020-09-24,2020-09-28
JP11,9512113,2020-09-16,2020-10-07,2020-09-23,x,78411205,,
JP11,8561155,2020-09-16,2020-10-07,2020-09-29,x,48114031,2020-09-18,2020-09-21
JP11,6739509,2020-09-16,2020-10-07,2020-10-02,x,30002348,,
JP11,8175571,2020-09-08,2020-09-29,2020-09-15,x,34702906,2020-09-09,2020-09-10
US10,8259975,2020-09-16,2020-10-07,2020-09-22,x,32519746,,
DE10,6302947,2020-09-16,2020-10-07,2020-10-12,x,30002348,,
DE10,4980095,2020-09-16,2020-10-07,2020-10-09,x,70920548,,
DE10,8267898,2020-09-16,2020-10-07,2020-10-06,x,30003467,,
DE10,5355026,2020-09-16,2020-10-07,2020-09-29,x,32519746,,
IN10,9302204,2020-09-09,2020-09-30,2020-09-18,x,78411205,,
IN10,6132148,2020-08-31,2020-09-21,2020-09-07,x,30003467,,
CN10,9662483,2020-09-10,2020-10-01,2020-09-14,x,30003467,,
CN10,9644320,2020-09-16,2020-10-07,2020-09-25,x,43088822,,
JP11,6486878,2020-09-16,2020-10-07,2020-10-21,x,32952574,,
IN10,6818664,2020-09-16,2020-10-07,2020-09-30,x,30002348,,
BR10,6607843,2020-09-16,2020-10-07,2020-09-29,x,74997556,,
BR10,8583666,2020-09-16,2020-10-07,2020-09-18,x,35101221,,
BR10,7556080,2020-09-16,2020-10-07,2020-10-01,x,30003467,2020-09-23,2020-09-30
BR10,5221688,2020-09-16,2020-10-07,2020-09-25,x,49330617,,
JP11,5642721,2020-09-16,2020-10-07,2020-09-22,x,30003467,,
IN10,8990549,2020-09-09,2020-09-30,2020-10-02,x,30003467,,
IN10,7337061,2020-09-21,2020-10-12,2020-10-07,x,43088822,,
JP11,8489839,2020-09-21,2020-10-12,2020-10-12,x,30003467,,
IN10,7221163,2020-09-21,2020-10-12,2020-10-05,x,34702906,,
DE10,8510817,2020-09-21,2020-10-12,2020-10-15,x,30002348,,
DE10,8016531,2020-09-21,2020-10-12,2020-10-01,x,50759436,,
DE10,9391636,2020-09-21,2020-10-12,2020-10-06,x,30003467,,
DE10,6383630,2020-09-21,2020-10-12,2020-10-07,x,73419740,,
DE10,5117818,2020-09-21,2020-10-12,2020-10-01,x,47017350,,
IN10,7683908,2020-09-21,2020-10-12,2020-09-30,x,30002348,,
BR10,8526266,2020-09-21,2020-10-12,2020-10-12,x,35101221,,
BR10,5776252,2020-09-21,2020-10-12,2020-10-07,x,30002348,,
BR10,9311731,2020-09-21,2020-10-12,2020-10-08,x,30003467,,
JP11,7668093,2020-09-21,2020-10-12,2020-09-24,x,73419740,,
JP11,5602457,2020-09-21,2020-10-12,2020-09-30,x,50759436,,
JP11,8717764,2020-09-21,2020-10-12,2020-10-12,x,30002348,2020-10-01,2020-10-06
BR10,5103320,2020-09-21,2020-10-12,2020-09-29,x,74997556,,
BR10,7879834,2020-09-21,2020-10-12,2020-10-02,x,47017350,,
BR10,9070346,2020-09-21,2020-10-12,2020-09-30,x,43088822,,
US10,9606821,2020-09-21,2020-10-12,2020-10-02,x,30002348,,
US10,9366208,2020-09-21,2020-10-12,2020-10-08,x,43088822,,
US10,9442882,2020-09-21,2020-10-12,2020-09-25,x,73419740,,
JP11,7975317,2020-09-21,2020-10-12,2020-09-29,x,78411205,,
US10,5813320,2020-09-21,2020-10-12,2020-10-05,x,53847241,,
CN10,7522121,2020-09-21,2020-10-12,2020-10-01,x,30003467,,
CN10,7100309,2020-09-21,2020-10-12,2020-10-06,x,35101221,2020-09-28,2020-10-02
CN10,7321375,2020-09-21,2020-10-12,2020-10-05,x,50759436,,
CN10,4952583,2020-09-21,2020-10-12,2020-10-07,x,70920548,,
CN10,6007648,2020-09-21,2020-10-12,2020-10-12,x,47017350,2020-09-29,2020-10-05
CN10,5419075,2020-09-21,2020-10-12,2020-10-14,x,32519746,,
US10,9734202,2020-09-30,2020-10-21,2020-10-26,x,55553693,,
US10,5144767,2020-09-30,2020-10-21,2020-10-20,x,30003467,,
US10,7116928,2020-09-30,2020-10-21,2020-10-16,x,48114031,,
DE10,8131415,2020-09-30,2020-10-21,2020-10-06,x,30003467,,
BR10,8462308,2020-09-30,2020-10-21,2020-10-08,x,32952574,,
US10,6167303,2020-09-30,2020-10-21,2020-10-16,x,74997556,,
DE10,6919086,2020-09-30,2020-10-21,2020-10-27,x,43088822,,
DE10,8058990,2020-09-30,2020-10-21,2020-10-06,x,48114031,,
US10,8371560,2020-09-30,2020-10-21,2020-10-09,x,30002348,,
BR10,7434337,2020-09-30,2020-10-21,2020-10-09,x,30002348,,
JP11,6201072,2020-09-30,2020-10-21,2020-10-21,x,30003467,,
JP11,9126693,2020-09-30,2020-10-21,2020-10-06,x,70920548,,
JP11,7853262,2020-09-30,2020-10-21,2020-10-08,x,48114031,,
BR10,5124400,2020-09-30,2020-10-21,2020-10-12,x,43088822,,
CN10,7815443,2020-09-30,2020-10-21,2020-10-09,x,43088822,,
IN10,9236535,2020-09-30,2020-10-21,2020-10-22,x,50759436,,
IN10,6711213,2020-09-30,2020-10-21,2020-10-14,x,32519746,,
IN10,8315387,2020-09-30,2020-10-21,2020-10-07,x,35101221,,
IN10,6896135,2020-09-30,2020-10-21,2020-10-16,x,30002348,,
CN10,8418026,2020-09-30,2020-10-21,2020-10-13,x,30002348,2020-10-05,2020-10-12
CN10,7209215,2020-09-30,2020-10-21,2020-10-14,x,48114031,2020-10-06,2020-10-12
CN10,8435943,2020-09-30,2020-10-21,2020-10-21,x,41420829,,
IN10,9442891,2020-09-30,2020-10-21,2020-10-15,x,30003467,,
CN10,6880876,2020-09-30,2020-10-21,2020-10-20,x,35101221,,
DE10,8341170,2020-10-07,2020-10-28,2020-10-28,x,78411205,,
IN10,5462269,2020-10-07,2020-10-28,2020-10-19,x,30003467,2020-10-08,2020-10-09
US10,7258334,2020-10-07,2020-10-28,2020-10-21,x,30002348,2020-10-12,2020-10-16
DE10,7125137,2020-10-07,2020-10-28,2020-11-06,x,43088822,,
DE10,5678646,2020-10-07,2020-10-28,2020-10-16,x,34702906,,
DE10,6316077,2020-10-07,2020-10-28,2020-10-15,x,30002348,,
DE10,7069816,2020-10-07,2020-10-28,2020-10-12,x,50759436,,
DE10,7027738,2020-10-07,2020-10-28,2020-10-27,x,73419740,,
JP11,7459143,2020-10-07,2020-10-28,2020-10-16,x,30003467,,
JP11,6673340,2020-10-07,2020-10-28,2020-10-13,x,78411205,,
JP11,8881430,2020-10-07,2020-10-28,2020-10-15,x,53847241,,
JP11,5971600,2020-10-07,2020-10-28,2020-10-27,x,74997556,,
JP11,5394841,2020-09-21,2020-10-12,2020-10-19,x,30002348,2020-09-28,2020-10-06
JP11,7809066,2020-10-07,2020-10-28,2020-11-03,x,55553693,,
JP11,5801354,2020-10-07,2020-10-28,2020-11-02,x,32519746,,
DE10,8654958,2020-10-07,2020-10-28,2020-10-30,x,55553693,,
DE10,5694596,2020-10-07,2020-10-28,2020-11-04,x,30003467,,
US10,9733177,2020-10-07,2020-10-28,2020-10-30,x,30003467,,
BR10,7696247,2020-10-07,2020-10-28,2020-10-19,x,30002348,,
CN10,8196674,2020-10-07,2020-10-28,2020-10-28,x,70920548,,
CN10,5933373,2020-10-07,2020-10-28,2020-10-23,x,30003467,,
CN10,6669477,2020-10-07,2020-10-28,2020-10-16,x,32952574,,
CN10,5503500,2020-10-07,2020-10-28,2020-10-20,x,30002348,,
JP11,7883879,2020-10-07,2020-10-28,2020-10-27,x,48114031,2020-10-12,2020-10-19
CN10,8991505,2020-10-07,2020-10-28,2020-10-26,x,43088822,,
BR10,5953494,2020-10-07,2020-10-28,2020-10-22,x,73419740,,
IN10,9450524,2020-10-07,2020-10-28,2020-10-28,x,32519746,,
BR10,9057960,2020-10-07,2020-10-28,2020-10-12,x,32952574,,
BR10,8658671,2020-10-07,2020-10-28,2020-10-19,x,30003467,,
BR10,8729488,2020-10-07,2020-10-28,2020-10-09,x,48114031,,
BR10,5705025,2020-10-13,2020-11-03,2020-10-22,x,30002348,,
US10,5577524,2020-10-13,2020-11-03,2020-10-16,x,50759436,,
JP11,5915211,2020-10-13,2020-11-03,2020-10-20,x,74997556,,
JP11,6007027,2020-10-13,2020-11-03,2020-11-04,x,30002348,,
JP11,8147794,2020-09-23,2020-10-14,2020-10-12,x,30003467,,
JP11,7050402,2020-10-13,2020-11-03,2020-10-28,x,35101221,2020-10-19,2020-10-23
JP11,5843656,2020-10-13,2020-11-03,2020-10-30,x,34702906,2020-10-20,2020-10-26
CN10,6551987,2020-10-13,2020-11-03,2020-10-15,x,74997556,,
US10,9584577,2020-10-13,2020-11-03,2020-10-19,x,43088822,,
US10,9145500,2020-10-13,2020-11-03,2020-10-27,x,30002348,,
US10,7483595,2020-10-13,2020-11-03,2020-10-29,x,30003467,,
US10,6971524,2020-10-13,2020-11-03,2020-10-22,x,74997556,,
CN10,6501264,2020-10-13,2020-11-03,2020-10-15,x,30003467,,
DE10,6591401,2020-10-13,2020-11-03,2020-10-28,x,50759436,,
US10,8735213,2020-10-13,2020-11-03,2020-10-29,x,73419740,,
CN10,9636194,2020-10-13,2020-11-03,2020-10-26,x,43088822,,
CN10,5238849,2020-10-13,2020-11-03,2020-10-19,x,35101221,,
CN10,6331781,2020-10-01,2020-10-22,2020-10-23,x,30002348,,
US10,7459688,2020-10-13,2020-11-03,2020-10-21,x,48114031,,
CN10,8321951,2020-10-13,2020-11-03,2020-11-02,x,38334498,,
IN10,6599766,2020-10-02,2020-10-23,2020-10-05,x,41420829,,
DE10,8020181,2020-10-13,2020-11-03,2020-11-05,x,70920548,,
DE10,6651523,2020-10-13,2020-11-03,2020-11-09,x,35101221,,
DE10,5996618,2020-10-13,2020-11-03,2020-10-23,x,32952574,,
BR10,5907908,2020-10-13,2020-11-03,2020-10-21,x,32952574,,
BR10,9596084,2020-10-13,2020-11-03,2020-10-27,x,30003467,,
DE10,7906191,2020-10-13,2020-11-03,2020-10-30,x,30003467,,
DE10,9000047,2020-10-13,2020-11-03,2020-10-14,x,30002348,,
BR10,9674915,2020-10-13,2020-11-03,2020-10-30,x,74997556,,
CN10,8599164,2020-10-21,2020-11-11,2020-11-16,x,30002348,,
CN10,8664846,2020-10-21,2020-11-11,2020-11-03,x,48114031,,
CN10,9092069,2020-10-21,2020-11-11,2020-11-12,x,53847241,,
CN10,7168092,2020-10-21,2020-11-11,2020-11-12,x,32952574,,
CN10,8163214,2020-10-21,2020-11-11,2020-11-09,x,30003467,,
DE10,5432175,2020-10-21,2020-11-11,2020-10-28,x,32519746,,
DE10,5268448,2020-10-21,2020-11-11,2020-10-29,x,48114031,,
DE10,9701864,2020-10-21,2020-11-11,2020-11-11,x,30003467,,
DE10,8185246,2020-10-21,2020-11-11,2020-11-04,x,50759436,,
CN10,8269193,2020-10-21,2020-11-11,2020-10-23,x,73419740,,
DE10,7596859,2020-10-21,2020-11-11,2020-11-05,x,30002348,,
DE10,9606175,2020-10-21,2020-11-11,2020-10-26,x,41420829,,
JP11,7496317,2020-10-21,2020-11-11,2020-11-10,x,30002348,2020-11-02,2020-11-06
IN10,8288788,2020-10-21,2020-11-11,2020-11-06,x,30002348,2020-10-27,2020-10-28
IN10,7357957,2020-10-21,2020-11-11,2020-10-30,x,43088822,,
IN10,8108482,2020-10-21,2020-11-11,2020-11-09,x,32519746,,
IN10,5159332,2020-10-21,2020-11-11,2020-11-05,x,55553693,,
IN10,9424406,2020-10-21,2020-11-11,2020-11-09,x,49330617,,
IN10,7862388,2020-10-21,2020-11-11,2020-10-27,x,48114031,,
US10,5050967,2020-10-21,2020-11-11,2020-10-30,x,50759436,,
US10,7166463,2020-10-21,2020-11-11,2020-11-11,x,74997556,,
US10,8639623,2020-10-21,2020-11-11,2020-11-12,x,32519746,,
CN10,9319213,2020-10-07,2020-10-28,2020-10-27,x,32519746,2020-10-14,2020-10-20
DE10,9574800,2020-10-21,2020-11-11,2020-11-06,x,34702906,,
DE10,9200372,2020-10-21,2020-11-11,2020-11-11,x,74997556,,
BR10,9002838,2020-10-21,2020-11-11,2020-11-10,x,30003467,,
BR10,5647775,2020-10-21,2020-11-11,2020-11-11,x,35101221,,
DE10,9208937,2020-10-21,2020-11-11,2020-10-22,x,43088822,,
BR10,6962351,2020-10-21,2020-11-11,2020-11-10,x,32519746,,
BR10,7139030,2020-10-21,2020-11-11,2020-11-09,x,55553693,,
BR10,5205807,2020-10-21,2020-11-11,2020-11-10,x,50759436,,
US10,7969432,2020-10-21,2020-11-11,2020-11-02,x,35101221,,
JP11,9108817,2020-10-21,2020-11-11,2020-10-30,x,30003467,,
CN10,9475717,2020-10-16,2020-11-06,2020-11-04,x,34702906,,
JP11,7040012,2020-10-28,2020-11-18,2020-11-18,x,74997556,,
JP11,5203916,2020-10-16,2020-11-06,2020-10-21,x,32952574,,
CN10,6847202,2020-10-28,2020-11-18,2020-11-18,x,48114031,,
DE10,5082318,2020-10-28,2020-11-18,2020-11-10,x,35101221,,
DE10,5385467,2020-10-28,2020-11-18,2020-11-11,x,48114031,,
DE10,6437664,2020-10-28,2020-11-18,2020-11-09,x,30002348,,
CN10,7727627,2020-10-28,2020-11-18,2020-11-02,x,30002348,,
JP11,9456622,2020-10-28,2020-11-18,2020-10-29,x,30002348,,
CN10,8521648,2020-10-28,2020-11-18,2020-11-09,x,43088822,,
US10,5180924,2020-10-28,2020-11-18,2020-11-11,x,30003467,,
BR10,6983503,2020-10-28,2020-11-18,2020-11-25,x,30002348,,
BR10,5924918,2020-10-28,2020-11-18,2020-11-06,x,35101221,,
BR10,9342136,2020-10-28,2020-11-18,2020-11-09,x,41420829,,
BR10,6920813,2020-10-28,2020-11-18,2020-11-13,x,53847241,,
BR10,9191095,2020-10-28,2020-11-18,2020-11-05,x,43088822,,
CN10,5654330,2020-10-28,2020-11-18,2020-11-30,x,32952574,2020-11-09,2020-11-18
IN10,5132093,2020-10-28,2020-11-18,2020-11-13,x,50759436,2020-11-05,2020-11-12
IN10,7961525,2020-10-28,2020-11-18,2020-11-05,x,48114031,,
US10,7885959,2020-10-28,2020-11-18,2020-11-06,x,30002348,,
US10,7151672,2020-10-28,2020-11-18,2020-11-03,x,35101221,,
US10,5406694,2020-10-28,2020-11-18,2020-11-12,x,53847241,,
US10,8557047,2020-10-28,2020-11-18,2020-11-17,x,32952574,,
US10,6728044,2020-10-28,2020-11-18,2020-10-30,x,41420829,,
JP11,5398087,2020-11-02,2020-11-23,2020-11-10,x,30003467,,
BR10,8624732,2020-11-02,2020-11-23,2020-11-12,x,30003467,,
CN10,7475960,2020-11-02,2020-11-23,2020-11-18,x,30002348,,
BR10,5217605,2020-11-02,2020-11-23,2020-12-03,x,30002348,,
DE10,6425427,2020-11-02,2020-11-23,2020-11-17,x,70920548,,
US10,6982813,2020-11-02,2020-11-23,2020-11-20,x,43088822,,
DE10,9361845,2020-11-02,2020-11-23,2020-11-26,x,38334498,,
DE10,5339543,2020-11-02,2020-11-23,2020-11-24,x,32519746,2020-11-05,2020-11-16
BR10,7110127,2020-11-02,2020-11-23,2020-11-10,x,43088822,,
US10,8379907,2020-11-02,2020-11-23,2020-11-13,x,30003467,,
US10,7297652,2020-10-16,2020-11-06,2020-10-19,x,32519746,,
CN10,8614133,2020-11-02,2020-11-23,2020-11-06,x,30003467,,
IN10,9168919,2020-11-02,2020-11-23,2020-11-25,x,50759436,2020-11-10,2020-11-16
DE10,8919115,2020-11-09,2020-11-30,2020-11-20,x,78411205,,
DE10,7453057,2020-11-09,2020-11-30,2020-11-13,x,34702906,,
US10,6317125,2020-11-09,2020-11-30,2020-12-02,x,30002348,,
DE10,6365206,2020-11-09,2020-11-30,2020-11-23,x,35101221,2020-11-17,2020-11-20
DE10,9027257,2020-11-09,2020-11-30,2020-11-24,x,32952574,2020-11-19,2020-11-23
US10,8950850,2020-11-09,2020-11-30,2020-11-30,x,30003467,,
DE10,8904139,2020-11-09,2020-11-30,2020-11-16,x,30003467,,
DE10,9197203,2020-11-09,2020-11-30,2020-12-01,x,74997556,,
DE10,9252237,2020-11-09,2020-11-30,2020-11-26,x,32519746,,
DE10,6762310,2020-11-09,2020-11-30,2020-12-01,x,30002348,,
US10,8659089,2020-11-09,2020-11-30,2020-11-13,x,38334498,,
BR10,7871815,2020-11-09,2020-11-30,2020-11-17,x,35101221,,
US10,9340089,2020-11-09,2020-11-30,2020-11-26,x,53847241,,
IN10,7435899,2020-11-09,2020-11-30,2020-11-23,x,30003467,,
BR10,6010357,2020-11-09,2020-11-30,2020-11-24,x,30003467,,
BR10,6212196,2020-11-09,2020-11-30,2020-12-02,x,30002348,,
JP11,9406455,2020-11-09,2020-11-30,2020-11-18,x,34702906,,
CN10,8597319,2020-11-09,2020-11-30,2020-11-26,x,34702906,,
JP11,5042673,2020-11-09,2020-11-30,2020-11-11,x,30002348,,
JP11,9662058,2020-11-09,2020-11-30,2020-11-30,x,74997556,,
CN10,5523613,2020-11-09,2020-11-30,2020-11-30,x,30003467,,
CN10,9695219,2020-11-09,2020-11-30,2020-11-19,x,53847241,,
BR10,8492431,2020-11-09,2020-11-30,2020-11-18,x,49330617,,
BR10,6736943,2020-11-09,2020-11-30,2020-12-02,x,43088822,,
CN10,8923765,2020-11-18,2020-12-09,2020-12-14,x,30003467,,
US10,5773842,2020-11-18,2020-12-09,2020-12-07,x,48114031,,
US10,7554914,2020-11-18,2020-12-09,2020-12-15,x,30002348,,
US10,7796652,2020-11-18,2020-12-09,2020-12-10,x,30003467,,
US10,6306001,2020-11-18,2020-12-09,2020-11-26,x,43088822,,
US10,6813568,2020-11-02,2020-11-23,2020-11-19,x,78411205,,
US10,7425910,2020-11-18,2020-12-09,2020-11-26,x,74997556,,
US10,6393935,2020-11-18,2020-12-09,2020-11-23,x,53847241,,
US10,5940558,2020-11-18,2020-12-09,2020-11-26,x,50759436,,
CN10,5621826,2020-11-18,2020-12-09,2020-12-02,x,55553693,,
US10,7750082,2020-11-18,2020-12-09,2020-11-24,x,34702906,,
CN10,5463799,2020-11-18,2020-12-09,2020-11-20,x,50759436,,
US10,7286500,2020-11-18,2020-12-09,2020-12-01,x,73419740,,
DE10,5411917,2020-11-18,2020-12-09,2020-12-07,x,48114031,2020-11-23,2020-11-27
BR10,7220668,2020-11-18,2020-12-09,2020-11-26,x,78411205,,
BR10,7167349,2020-11-18,2020-12-09,2020-12-07,x,30003467,,
BR10,6882811,2020-11-18,2020-12-09,2020-11-27,x,32519746,,
BR10,9248936,2020-11-18,2020-12-09,2020-12-18,x,73419740,,
BR10,6234133,2020-11-18,2020-12-09,2020-12-11,x,30002348,2020-11-26,2020-12-02
BR10,4972480,2020-11-18,2020-12-09,2020-11-25,x,35101221,,
JP11,6276349,2020-11-18,2020-12-09,2020-11-20,x,53847241,,
JP11,6192757,2020-11-18,2020-12-09,2020-12-11,x,30003467,,
JP11,8779210,2020-11-18,2020-12-09,2020-12-01,x,32519746,,
JP11,7828585,2020-11-18,2020-12-09,2020-12-04,x,35101221,2020-11-23,2020-11-30
JP11,8262549,2020-11-18,2020-12-09,2020-12-04,x,73419740,,
JP11,7244118,2020-11-18,2020-12-09,2020-11-26,x,30002348,,
JP11,7986506,2020-11-18,2020-12-09,2020-11-26,x,34702906,,
DE10,5728724,2020-11-18,2020-12-09,2020-12-02,x,32952574,,
BR10,5274492,2020-11-10,2020-12-01,2020-11-25,x,50759436,,
BR10,4968763,2020-11-18,2020-12-09,2020-12-09,x,53847241,,
DE10,8937119,2020-11-18,2020-12-09,2020-12-01,x,47017350,,
DE10,7808887,2020-11-18,2020-12-09,2020-11-20,x,32519746,,
DE10,9365206,2020-11-18,2020-12-09,2020-12-01,x,30002348,,
DE10,9284573,2020-11-18,2020-12-09,2020-11-30,x,30003467,,
IN10,7389962,2020-11-10,2020-12-01,2020-12-08,x,30003467,,
IN10,7263942,2020-11-18,2020-12-09,2020-12-08,x,34702906,2020-11-23,2020-11-30
IN10,5976025,2020-11-18,2020-12-09,2020-11-25,x,48114031,,
IN10,7868259,2020-11-18,2020-12-09,2020-11-23,x,38334498,,
IN10,8883565,2020-11-18,2020-12-09,2020-12-07,x,32952574,2020-11-25,2020-11-27
BR10,6752640,2020-11-18,2020-12-09,2020-11-20,x,34702906,,
IN10,6935818,2020-11-18,2020-12-09,2020-11-23,x,35101221,,
IN10,8046345,2020-11-18,2020-12-09,2020-11-30,x,43088822,,
BR10,8162085,2020-11-23,2020-12-14,2020-12-03,x,78411205,,
US10,6653839,2020-11-23,2020-12-14,2020-12-04,x,30003467,,
US10,9539568,2020-11-23,2020-12-14,2020-12-16,x,74997556,,
US10,5814690,2020-11-23,2020-12-14,2020-12-15,x,30002348,,
US10,9454792,2020-11-23,2020-12-14,2020-12-03,x,34702906,,
IN10,7217316,2020-11-23,2020-12-14,2020-12-03,x,78411205,2020-11-24,2020-11-30
BR10,7344083,2020-11-23,2020-12-14,2020-12-11,x,48114031,,
BR10,6803955,2020-11-06,2020-11-27,2020-11-16,x,47017350,,
BR10,6266411,2020-11-23,2020-12-14,2020-11-30,x,30003467,,
IN10,8299837,2020-11-23,2020-12-14,2020-11-30,x,30003467,,
BR10,9518431,2020-11-23,2020-12-14,2020-12-15,x,32952574,,
IN10,8601262,2020-11-23,2020-12-14,2020-12-11,x,43088822,,
IN10,7089986,2020-11-16,2020-12-07,2020-12-02,x,70920548,,
BR10,6311692,2020-11-23,2020-12-14,2020-12-16,x,35101221,,
JP11,6193726,2020-11-23,2020-12-14,2020-12-03,x,53847241,,
JP11,6983267,2020-11-17,2020-12-08,2020-12-03,x,38334498,,
JP11,7287635,2020-11-23,2020-12-14,2020-12-08,x,30003467,,
BR10,7300716,2020-11-23,2020-12-14,2020-12-07,x,38334498,2020-11-30,2020-12-01
BR10,6530331,2020-11-23,2020-12-14,2020-12-15,x,30002348,,
BR10,9047862,2020-11-23,2020-12-14,2020-12-15,x,43088822,,
DE10,8326084,2020-11-23,2020-12-14,2020-12-09,x,50759436,,
CN10,6523707,2020-11-23,2020-12-14,2020-12-15,x,43088822,2020-11-26,2020-12-07
CN10,7928790,2020-11-23,2020-12-14,2020-12-09,x,30003467,,
CN10,6899953,2020-11-23,2020-12-14,2020-11-27,x,48114031,,
CN10,6379651,2020-11-23,2020-12-14,2020-12-08,x,50759436,,
CN10,5462854,2020-11-23,2020-12-14,2020-11-27,x,30002348,,
IN10,8912803,2020-11-23,2020-12-14,2020-12-17,x,30002348,2020-11-30,2020-12-08
CN10,7618382,2020-11-03,2020-11-24,2020-11-18,x,74997556,,
DE10,8565304,2020-11-23,2020-12-14,2020-12-14,x,30002348,,
DE10,9640627,2020-11-23,2020-12-14,2020-12-01,x,70920548,,
DE10,5401247,2020-11-23,2020-12-14,2020-12-09,x,30003467,,
US10,8342813,2020-11-26,2020-12-17,2020-12-17,x,30003467,,
US10,9351940,2020-12-01,2020-12-22,2020-12-23,x,30002348,,
BR10,7619287,2020-12-01,2020-12-22,2020-12-14,x,30003467,,
BR10,6836139,2020-12-01,2020-12-22,2020-12-14,x,74997556,,
BR10,8386145,2020-12-01,2020-12-22,2020-12-30,x,34702906,,
US10,9475491,2020-12-01,2020-12-22,2020-12-04,x,48114031,,
BR10,5644815,2020-12-01,2020-12-22,2020-12-02,x,43088822,,
US10,8251143,2020-12-01,2020-12-22,2020-12-11,x,32952574,,
BR10,4973586,2020-12-01,2020-12-22,2020-12-28,x,35101221,,
DE10,5196918,2020-11-19,2020-12-10,2020-11-26,x,38334498,,
CN10,8805466,2020-12-01,2020-12-22,2020-12-21,x,30003467,2020-12-09,2020-12-14
JP11,7978687,2020-12-01,2020-12-22,2020-12-15,x,50759436,,
CN10,7595850,2020-12-01,2020-12-22,2020-12-04,x,30002348,,
DE10,9513098,2020-12-01,2020-12-22,2020-12-29,x,48114031,,
DE10,8456711,2020-12-01,2020-12-22,2020-12-09,x,30003467,,
JP11,5894182,2020-12-01,2020-12-22,2020-12-16,x,30002348,,
JP11,5737952,2020-12-01,2020-12-22,2020-12-23,x,32952574,,
DE10,8861850,2020-12-01,2020-12-22,2020-12-24,x,32519746,,
CN10,6658836,2020-12-01,2020-12-22,2020-12-28,x,48114031,,
IN10,9231123,2020-12-01,2020-12-22,2020-12-18,x,30003467,2020-12-10,2020-12-14
IN10,5693690,2020-12-01,2020-12-22,2020-12-23,x,30002348,2020-12-11,2020-12-21
DE10,7447407,2020-12-01,2020-12-22,2020-12-21,x,30002348,,
CN10,7299977,2020-12-01,2020-12-22,2020-12-04,x,78411205,,
IN10,6403675,2020-11-23,2020-12-14,2020-11-30,x,34702906,,
DE10,8157654,2020-12-01,2020-12-22,2020-12-16,x,43088822,,
DE10,9692169,2020-12-09,2020-12-30,2021-01-08,x,48114031,,
DE10,8906190,2020-12-09,2020-12-30,2020-12-29,x,32519746,,
DE10,5477513,2020-12-09,2020-12-30,2020-12-23,x,30002348,,
BR10,6249632,2020-12-09,2020-12-30,2020-12-24,x,43088822,,
DE10,7234378,2020-12-09,2020-12-30,2020-12-22,x,74997556,,
DE10,8055045,2020-12-09,2020-12-30,2020-12-14,x,38334498,,
CN10,5664944,2020-12-09,2020-12-30,2020-12-22,x,73419740,,
CN10,5452803,2020-12-09,2020-12-30,2020-12-22,x,43088822,,
CN10,6482789,2020-12-09,2020-12-30,2020-12-30,x,32519746,,
DE10,7367567,2020-12-09,2020-12-30,2020-12-14,x,34702906,,
US10,9480217,2020-12-09,2020-12-30,2021-01-05,x,70920548,,
US10,6810555,2020-12-09,2020-12-30,2020-12-31,x,30003467,,
US10,6359123,2020-12-09,2020-12-30,2020-12-21,x,32519746,,
BR10,5719162,2020-12-09,2020-12-30,2020-12-18,x,73419740,,
BR10,7672060,2020-12-09,2020-12-30,2020-12-25,x,30002348,,
BR10,8625317,2020-12-09,2020-12-30,2020-12-29,x,70920548,,
BR10,9639052,2020-12-09,2020-12-30,2020-12-22,x,47017350,,
IN10,7231539,2020-12-09,2020-12-30,2020-12-11,x,34702906,,
IN10,8872136,2020-11-30,2020-12-21,2020-12-22,x,35101221,2020-12-07,2020-12-14
US10,8960186,2020-12-09,2020-12-30,2020-12-30,x,43088822,,
JP11,9588815,2020-12-09,2020-12-30,2021-01-04,x,74997556,2020-12-21,2020-12-25
JP11,5150055,2020-12-09,2020-12-30,2020-12-24,x,53847241,,
JP11,6668519,2020-12-09,2020-12-30,2020-12-28,x,30003467,,
US10,9402729,2020-12-09,2020-12-30,2020-12-21,x,53847241,,
